 Sample   Time     Commanded Pos   Encoder 2 Pos   Control Effort
  2337    8.277         14.6875         -9.6563          0.1435;
  2338    8.280         13.7500          3.8750          0.1343;
  2339    8.284         12.8438         17.0938          0.1252;
  2340    8.288         11.9063         30.3438          0.1160;
  2341    8.291         11.0000         43.7813          0.1074;
  2342    8.295         10.0625         56.9375          0.0983;
  2343    8.298          9.1250         70.1563          0.0891;
  2344    8.302          8.1875         83.6875          0.0800;
  2345    8.305          7.2500         96.9063          0.0708;
  2346    8.309          6.3125        110.2188          0.0617;
  2347    8.312          5.3750        123.7813          0.0525;
  2348    8.316          4.4375        136.9688          0.0433;
  2349    8.319          3.5000        150.1250          0.0342;
  2350    8.323          2.5625        163.5000          0.0250;
  2351    8.326          1.5938        176.4063          0.0153;
  2352    8.330          0.6563        189.0000          0.0061;
  2353    8.334         -0.2813        202.2500         -0.0031;
  2354    8.337         -1.2188        214.7813         -0.0122;
  2355    8.341         -2.1875        227.5000         -0.0214;
  2356    8.344         -3.1250        239.8750         -0.0305;
  2357    8.348         -4.0625        252.3125         -0.0397;
  2358    8.351         -5.0000        264.5625         -0.0488;
  2359    8.355         -5.9688        276.6250         -0.0586;
  2360    8.358         -6.9063        288.8438         -0.0678;
  2361    8.362         -7.8438        300.6563         -0.0769;
  2362    8.365         -8.7813        312.5938         -0.0861;
  2363    8.369         -9.6875        324.3125         -0.0946;
  2364    8.373        -10.6250        335.7813         -0.1038;
  2365    8.376        -11.5625        347.4375         -0.1129;
  2366    8.380        -12.4688        358.0625         -0.1221;
  2367    8.383        -13.4063        369.0625         -0.1313;
  2368    8.387        -14.3125        380.0000         -0.1398;
  2369    8.390        -15.2188        390.5938         -0.1490;
  2370    8.394        -16.1250        401.0313         -0.1575;
  2371    8.397        -17.0313        411.6250         -0.1667;
  2372    8.401        -17.9375        421.7188         -0.1752;
  2373    8.404        -18.8125        432.1563         -0.1838;
  2374    8.408        -19.6875        442.5313         -0.1923;
  2375    8.411        -20.5938        452.3750         -0.2015;
  2376    8.415        -21.4375        462.1563         -0.2094;
  2377    8.419        -22.3125        472.0313         -0.2179;
  2378    8.422        -23.1875        481.6250         -0.2265;
  2379    8.426        -24.0313        491.2500         -0.2350;
  2380    8.429        -24.8750        500.0625         -0.2430;
  2381    8.433        -25.7188        508.7188         -0.2515;
  2382    8.436        -26.5313        517.5000         -0.2595;
  2383    8.440        -27.3438        526.0313         -0.2674;
  2384    8.443        -28.1563        534.5000         -0.2753;
  2385    8.447        -28.9688        542.6563         -0.2833;
  2386    8.450        -29.7500        550.6250         -0.2906;
  2387    8.454        -30.5313        558.2813         -0.2985;
  2388    8.458        -31.3125        565.7813         -0.3059;
  2389    8.461        -32.0625        572.9375         -0.3132;
  2390    8.465        -32.8125        580.2188         -0.3205;
  2391    8.468        -33.5625        587.3750         -0.3278;
  2392    8.472        -34.2813        593.5938         -0.3352;
  2393    8.475        -35.0000        599.8125         -0.3419;
  2394    8.479        -35.7188        605.7813         -0.3492;
  2395    8.482        -36.4063        611.7813         -0.3559;
  2396    8.486        -37.0938        617.2188         -0.3626;
  2397    8.489        -37.7813        622.6250         -0.3694;
  2398    8.493        -38.4375        627.7813         -0.3755;
  2399    8.496        -39.0625        632.5000         -0.3816;
  2400    8.500        -39.7188        636.8750         -0.3883;
  2401    8.504        -40.3125        641.3438         -0.3938;
  2402    8.507        -40.9375        645.1250         -0.3999;
  2403    8.511        -41.5313        649.1250         -0.4060;
  2404    8.514        -42.0938        652.4688         -0.4115;
  2405    8.518        -42.6563        655.8438         -0.4170;
  2406    8.521        -43.1875        659.1250         -0.4219;
  2407    8.525        -43.7188        661.1875         -0.4274;
  2408    8.528        -44.2500        663.9063         -0.4322;
  2409    8.532        -44.7500        666.2188         -0.4371;
  2410    8.535        -45.2188        668.0000         -0.4420;
  2411    8.539        -45.6875        669.2813         -0.4463;
  2412    8.543        -46.1563        670.9688         -0.4512;
  2413    8.546        -46.5625        672.0625         -0.4548;
  2414    8.550        -47.0000        672.7813         -0.4591;
  2415    8.553        -47.3750        673.4688         -0.4628;
  2416    8.557        -47.7813        673.8438         -0.4670;
  2417    8.560        -48.1250        674.4063         -0.4701;
  2418    8.564        -48.4688        674.4688         -0.4737;
  2419    8.567        -48.7813        674.4688         -0.4768;
  2420    8.571        -49.0938        674.4688         -0.4799;
  2421    8.574        -49.3750        673.0000         -0.4823;
  2422    8.578        -49.6563        671.1875         -0.4853;
  2423    8.581        -49.9063        669.5938         -0.4878;
  2424    8.585        -50.1250        668.0938         -0.4896;
  2425    8.589        -50.3438        665.5938         -0.4921;
  2426    8.592        -50.5000        663.1875         -0.4933;
  2427    8.596        -50.6875        661.0000         -0.4951;
  2428    8.599        -50.8125        657.8750         -0.4963;
  2429    8.603        -50.9375        654.7500         -0.4976;
  2430    8.606        -51.0313        651.9688         -0.4988;
  2431    8.610        -51.1250        648.1563         -0.4994;
  2432    8.613        -51.1563        644.7188         -0.5000;
  2433    8.617        -51.1875        640.4375         -0.5000;
  2434    8.620        -51.2188        636.4688         -0.5006;
  2435    8.624        -51.1875        631.8125         -0.5000;
  2436    8.628        -51.1563        627.1250         -0.5000;
  2437    8.631        -51.0938        622.0625         -0.4994;
  2438    8.635        -51.0000        617.0625         -0.4982;
  2439    8.638        -50.9063        611.9688         -0.4976;
  2440    8.642        -50.7813        605.9375         -0.4963;
  2441    8.645        -50.6250        600.2500         -0.4945;
  2442    8.649        -50.4688        594.0938         -0.4933;
  2443    8.652        -50.2813        588.1563         -0.4915;
  2444    8.656        -50.0625        581.5000         -0.4890;
  2445    8.659        -49.8125        574.5000         -0.4866;
  2446    8.663        -49.5625        567.7500         -0.4841;
  2447    8.666        -49.3125        560.6563         -0.4817;
  2448    8.670        -49.0000        553.2813         -0.4786;
  2449    8.674        -48.6875        545.5625         -0.4756;
  2450    8.677        -48.3750        537.8125         -0.4725;
  2451    8.681        -48.0313        529.8125         -0.4695;
  2452    8.684        -47.6563        521.6250         -0.4658;
  2453    8.688        -47.2813        513.4063         -0.4621;
  2454    8.691        -46.8750        504.8750         -0.4579;
  2455    8.695        -46.4375        496.0625         -0.4536;
  2456    8.698        -46.0000        486.9688         -0.4493;
  2457    8.702        -45.5625        477.8750         -0.4451;
  2458    8.705        -45.0938        469.0000         -0.4408;
  2459    8.709        -44.5938        459.4063         -0.4359;
  2460    8.713        -44.0938        449.6875         -0.4310;
  2461    8.716        -43.5625        440.1250         -0.4255;
  2462    8.720        -43.0313        430.1250         -0.4206;
  2463    8.723        -42.4688        420.6563         -0.4151;
  2464    8.727        -41.9063        410.0625         -0.4096;
  2465    8.730        -41.3438        399.8125         -0.4042;
  2466    8.734        -40.7500        389.5000         -0.3980;
  2467    8.737        -40.1250        378.7188         -0.3919;
  2468    8.741        -39.5000        368.0313         -0.3858;
  2469    8.744        -38.8750        357.3438         -0.3797;
  2470    8.748        -38.2188        346.0625         -0.3736;
  2471    8.751        -37.5625        334.7813         -0.3669;
  2472    8.755        -36.8750        324.0625         -0.3602;
  2473    8.759        -36.1875        312.4375         -0.3535;
  2474    8.762        -35.5000        301.1875         -0.3468;
  2475    8.766        -34.7813        289.3750         -0.3400;
  2476    8.769        -34.0625        277.5000         -0.3327;
  2477    8.773        -33.3438        265.5313         -0.3260;
  2478    8.776        -32.5938        253.5000         -0.3187;
  2479    8.780        -31.8438        241.3438         -0.3114;
  2480    8.783        -31.0625        229.1563         -0.3034;
  2481    8.787        -30.2813        216.3438         -0.2961;
  2482    8.790        -29.5000        203.9688         -0.2882;
  2483    8.794        -28.7188        190.5938         -0.2808;
  2484    8.798        -27.9063        177.8125         -0.2729;
  2485    8.801        -27.0938        165.1563         -0.2650;
  2486    8.805        -26.2813        151.8438         -0.2570;
  2487    8.808        -25.4375        138.6875         -0.2485;
  2488    8.812        -24.5938        125.5000         -0.2405;
  2489    8.815        -23.7500        112.1875         -0.2320;
  2490    8.819        -22.9063         98.8125         -0.2241;
  2491    8.822        -22.0625         85.4688         -0.2155;
  2492    8.826        -21.1875         71.7188         -0.2070;
  2493    8.829        -20.3125         58.0000         -0.1984;
  2494    8.833        -19.4375         44.7188         -0.1899;
  2495    8.836        -18.5313         30.5000         -0.1813;
  2496    8.840        -17.6563         17.0000         -0.1728;
  2497    8.844        -16.7500          3.3438         -0.1636;
  2498    8.847        -15.8438        -10.5000         -0.1551;
  2499    8.851        -14.9375        -24.1250         -0.1459;
  2500    8.854        -14.0313        -37.8750         -0.1374;
  2501    8.858        -13.1250        -51.1563         -0.1282;
  2502    8.861        -12.1875        -65.2188         -0.1190;
  2503    8.865        -11.2813        -78.6250         -0.1105;
  2504    8.868        -10.3438        -91.9375         -0.1013;
  2505    8.872         -9.4063       -106.0000         -0.0922;
  2506    8.875         -8.4688       -119.3750         -0.0830;
  2507    8.879         -7.5313       -133.0938         -0.0739;
  2508    8.883         -6.5938       -146.6250         -0.0647;
  2509    8.886         -5.6563       -160.6250         -0.0556;
  2510    8.890         -4.7188       -174.4375         -0.0464;
  2511    8.893         -3.7813       -187.7813         -0.0372;
  2512    8.897         -2.8438       -201.9375         -0.0281;
  2513    8.900         -1.8750       -215.3438         -0.0183;
  2514    8.904         -0.9375       -228.8750         -0.0092;
  2515    8.907          0.0000       -242.4063          0.0000;
  2516    8.911          0.9375       -255.5313          0.0092;
  2517    8.914          1.9063       -268.6250          0.0183;
  2518    8.918          2.8438       -281.9375          0.0275;
  2519    8.921          3.7813       -294.8125          0.0366;
  2520    8.925          4.7188       -307.4063          0.0458;
  2521    8.929          5.6875       -320.8750          0.0556;
  2522    8.932          6.6250       -333.6563          0.0647;
  2523    8.936          7.5625       -346.5000          0.0739;
  2524    8.939          8.5000       -359.0000          0.0830;
  2525    8.943          9.4375       -371.1563          0.0922;
  2526    8.946         10.3438       -383.8125          0.1007;
  2527    8.950         11.2813       -395.6250          0.1099;
  2528    8.953         12.2188       -407.8750          0.1190;
  2529    8.957         13.1250       -419.2813          0.1282;
  2530    8.960         14.0313       -431.1875          0.1368;
  2531    8.964         14.9375       -442.5000          0.1459;
  2532    8.968         15.8750       -454.0938          0.1551;
  2533    8.971         16.7500       -465.3438          0.1636;
  2534    8.975         17.6563       -475.9063          0.1722;
  2535    8.978         18.5625       -487.2188          0.1813;
  2536    8.982         19.4375       -498.4375          0.1899;
  2537    8.985         20.3125       -509.2188          0.1984;
  2538    8.989         21.1875       -519.9063          0.2070;
  2539    8.992         22.0625       -530.5000          0.2155;
  2540    8.996         22.9063       -540.7813          0.2234;
  2541    8.999         23.7813       -550.8750          0.2320;
  2542    9.003         24.6250       -560.9375          0.2405;
  2543    9.006         25.4688       -570.5000          0.2485;
  2544    9.010         26.2813       -579.5313          0.2564;
  2545    9.014         27.0938       -589.1250          0.2643;
  2546    9.017         27.9063       -598.3438          0.2723;
  2547    9.021         28.7188       -607.0625          0.2802;
  2548    9.024         29.5313       -615.9063          0.2882;
  2549    9.028         30.3125       -624.6875          0.2961;
  2550    9.031         31.0625       -633.1250          0.3034;
  2551    9.035         31.8438       -641.3125          0.3107;
  2552    9.038         32.5938       -649.1563          0.3181;
  2553    9.042         33.3438       -656.7188          0.3254;
  2554    9.045         34.0625       -663.9063          0.3327;
  2555    9.049         34.7813       -670.9688          0.3394;
  2556    9.053         35.5000       -678.0000          0.3468;
  2557    9.056         36.2188       -684.1563          0.3535;
  2558    9.060         36.9063       -690.7188          0.3602;
  2559    9.063         37.5625       -697.3750          0.3669;
  2560    9.067         38.2188       -703.0000          0.3730;
  2561    9.070         38.8750       -708.6875          0.3797;
  2562    9.074         39.5000       -714.3125          0.3858;
  2563    9.077         40.1250       -719.1563          0.3919;
  2564    9.081         40.7500       -723.6875          0.3980;
  2565    9.084         41.3438       -728.6250          0.4035;
  2566    9.088         41.9063       -732.5625          0.4090;
  2567    9.091         42.4688       -736.6875          0.4145;
  2568    9.095         43.0313       -739.8125          0.4200;
  2569    9.099         43.5625       -743.4063          0.4255;
  2570    9.102         44.0938       -746.5000          0.4304;
  2571    9.106         44.5938       -749.4063          0.4353;
  2572    9.109         45.0625       -751.8125          0.4402;
  2573    9.113         45.5313       -754.2188          0.4444;
  2574    9.116         46.0000       -755.6563          0.4493;
  2575    9.120         46.4375       -757.6875          0.4536;
  2576    9.123         46.8438       -758.9688          0.4573;
  2577    9.127         47.2500       -760.0938          0.4615;
  2578    9.130         47.6563       -761.0938          0.4652;
  2579    9.134         48.0000       -761.5000          0.4689;
  2580    9.138         48.3438       -761.6875          0.4719;
  2581    9.141         48.6875       -762.1563          0.4756;
  2582    9.145         49.0000       -762.5000          0.4786;
  2583    9.148         49.2813       -762.5000          0.4811;
  2584    9.152         49.5625       -761.0000          0.4841;
  2585    9.155         49.8125       -759.9375          0.4866;
  2586    9.159         50.0313       -758.1563          0.4884;
  2587    9.162         50.2500       -756.3125          0.4908;
  2588    9.166         50.4375       -754.4375          0.4927;
  2589    9.169         50.6250       -751.9375          0.4945;
  2590    9.173         50.7500       -748.9063          0.4957;
  2591    9.176         50.8750       -746.8125          0.4969;
  2592    9.180         51.0000       -743.3750          0.4982;
  2593    9.184         51.0625       -739.8750          0.4988;
  2594    9.187         51.1250       -736.3125          0.4994;
  2595    9.191         51.1875       -732.2813          0.5000;
  2596    9.194         51.1875       -728.2500          0.5000;
  2597    9.198         51.1875       -723.8125          0.5000;
  2598    9.201         51.1563       -719.2813          0.4994;
  2599    9.205         51.0938       -714.4375          0.4988;
  2600    9.208         51.0000       -708.7188          0.4982;
  2601    9.212         50.9063       -703.7500          0.4969;
  2602    9.215         50.7813       -698.2188          0.4957;
  2603    9.219         50.6563       -692.1250          0.4945;
  2604    9.223         50.5000       -685.9375          0.4933;
  2605    9.226         50.3125       -679.7188          0.4915;
  2606    9.230         50.0938       -673.0938          0.4890;
  2607    9.233         49.8750       -666.5000          0.4872;
  2608    9.237         49.6250       -659.5000          0.4847;
  2609    9.240         49.3438       -652.0000          0.4817;
  2610    9.244         49.0625       -644.5000          0.4792;
  2611    9.247         48.7500       -636.5313          0.4762;
  2612    9.251         48.4375       -628.7500          0.4731;
  2613    9.254         48.0938       -620.7500          0.4695;
  2614    9.258         47.7188       -612.5313          0.4658;
  2615    9.261         47.3438       -604.4375          0.4621;
  2616    9.265         46.9375       -595.9063          0.4585;
  2617    9.269         46.5313       -587.3750          0.4542;
  2618    9.272         46.0938       -578.3125          0.4499;
  2619    9.276         45.6563       -568.9688          0.4457;
  2620    9.279         45.1875       -559.7500          0.4414;
  2621    9.283         44.6875       -550.2188          0.4365;
  2622    9.286         44.2188       -540.5313          0.4316;
  2623    9.290         43.6875       -531.3125          0.4267;
  2624    9.293         43.1563       -521.1875          0.4212;
  2625    9.297         42.6250       -511.3438          0.4164;
  2626    9.300         42.0625       -500.6875          0.4109;
  2627    9.304         41.4688       -491.0625          0.4048;
  2628    9.308         40.8750       -480.2500          0.3993;
  2629    9.311         40.2813       -469.1875          0.3932;
  2630    9.315         39.6563       -458.9375          0.3871;
  2631    9.318         39.0313       -447.5625          0.3810;
  2632    9.322         38.3750       -436.2188          0.3748;
  2633    9.325         37.7188       -424.9375          0.3681;
  2634    9.329         37.0625       -413.2188          0.3620;
  2635    9.332         36.3750       -402.0938          0.3553;
  2636    9.336         35.6875       -390.1875          0.3486;
  2637    9.339         34.9688       -378.8750          0.3413;
  2638    9.343         34.2500       -366.7813          0.3346;
  2639    9.346         33.5000       -355.0000          0.3272;
  2640    9.350         32.7813       -342.5000          0.3199;
  2641    9.354         32.0313       -330.4688          0.3126;
  2642    9.357         31.2500       -317.7813          0.3053;
  2643    9.361         30.5000       -305.4688          0.2979;
  2644    9.364         29.6875       -292.5313          0.2900;
  2645    9.368         28.9063       -280.1250          0.2821;
  2646    9.371         28.0938       -267.4063          0.2741;
  2647    9.375         27.3125       -254.1250          0.2668;
  2648    9.378         26.4688       -241.2188          0.2582;
  2649    9.382         25.6563       -228.0938          0.2503;
  2650    9.385         24.8125       -215.1250          0.2424;
  2651    9.389         23.9688       -202.0313          0.2338;
  2652    9.393         23.1250       -188.5313          0.2259;
  2653    9.396         22.2500       -175.6250          0.2173;
  2654    9.400         21.4063       -162.4688          0.2088;
  2655    9.403         20.5313       -148.6563          0.2002;
  2656    9.407         19.6563       -135.5938          0.1917;
  2657    9.410         18.7500       -122.1875          0.1832;
  2658    9.414         17.8750       -108.4375          0.1746;
  2659    9.417         16.9688        -95.0000          0.1654;
  2660    9.421         16.0625        -81.2813          0.1569;
  2661    9.424         15.1563        -67.7500          0.1477;
  2662    9.428         14.2500        -54.0313          0.1392;
  2663    9.431         13.3438        -40.5313          0.1300;
  2664    9.435         12.4375        -27.3750          0.1215;
  2665    9.439         11.5000        -13.5938          0.1123;
  2666    9.442         10.5625         -0.4688          0.1032;
  2667    9.446          9.6563         12.6250          0.0940;
  2668    9.449          8.7188         26.1875          0.0849;
  2669    9.453          7.7813         39.2500          0.0757;
  2670    9.456          6.8438         52.2813          0.0665;
  2671    9.460          5.9063         65.3438          0.0574;
  2672    9.463          4.9688         78.5000          0.0482;
  2673    9.467          4.0000         91.7500          0.0391;
  2674    9.470          3.0625        104.7813          0.0299;
  2675    9.474          2.1250        117.8438          0.0208;
  2676    9.478          1.1875        131.4688          0.0116;
  2677    9.481          0.2188        144.2188          0.0018;
  2678    9.485         -0.7188        156.8750         -0.0073;
  2679    9.488         -1.6563        170.1250         -0.0165;
  2680    9.492         -2.5938        182.6250         -0.0256;
  2681    9.495         -3.5625        195.4688         -0.0348;
  2682    9.499         -4.5000        207.6250         -0.0440;
  2683    9.502         -5.4375        220.0313         -0.0531;
  2684    9.506         -6.3750        232.2188         -0.0623;
  2685    9.509         -7.3125        244.3750         -0.0714;
  2686    9.513         -8.2500        256.4375         -0.0806;
  2687    9.516         -9.1875        268.3750         -0.0897;
  2688    9.520        -10.1250        280.1875         -0.0989;
  2689    9.524        -11.0625        291.9063         -0.1081;
  2690    9.527        -11.9688        303.4375         -0.1172;
  2691    9.531        -12.9063        315.0000         -0.1264;
  2692    9.534        -13.8125        325.6875         -0.1349;
  2693    9.538        -14.7188        336.7188         -0.1441;
  2694    9.541        -15.6250        347.6250         -0.1526;
  2695    9.545        -16.5313        357.9688         -0.1618;
  2696    9.548        -17.4375        368.4688         -0.1703;
  2697    9.552        -18.3438        379.0625         -0.1795;
  2698    9.555        -19.2188        388.6250         -0.1880;
  2699    9.559        -20.0938        398.7500         -0.1966;
  2700    9.563        -20.9688        408.5000         -0.2051;
  2701    9.566        -21.8438        418.4063         -0.2137;
  2702    9.570        -22.7188        427.9375         -0.2222;
  2703    9.573        -23.5625        437.0625         -0.2302;
  2704    9.577        -24.4063        446.7813         -0.2387;
  2705    9.580        -25.2500        455.9688         -0.2466;
  2706    9.584        -26.0938        464.9375         -0.2552;
  2707    9.587        -26.9063        473.9375         -0.2631;
  2708    9.591        -27.7188        482.7188         -0.2711;
  2709    9.594        -28.5313        491.1875         -0.2790;
  2710    9.598        -29.3125        499.3750         -0.2863;
  2711    9.601        -30.0938        507.3125         -0.2943;
  2712    9.605        -30.8750        515.0313         -0.3016;
  2713    9.609        -31.6563        522.5000         -0.3095;
  2714    9.612        -32.4063        529.7188         -0.3168;
  2715    9.616        -33.1563        536.7500         -0.3242;
  2716    9.619        -33.9063        543.7500         -0.3315;
  2717    9.623        -34.6250        550.3438         -0.3382;
  2718    9.626        -35.3438        556.7188         -0.3455;
  2719    9.630        -36.0313        563.4688         -0.3523;
  2720    9.633        -36.7188        568.9688         -0.3590;
  2721    9.637        -37.4063        574.6875         -0.3657;
  2722    9.640        -38.0625        580.1250         -0.3718;
  2723    9.644        -38.7188        585.1875         -0.3785;
  2724    9.648        -39.3750        590.0625         -0.3846;
  2725    9.651        -40.0000        595.1875         -0.3907;
  2726    9.655        -40.5938        599.3750         -0.3968;
  2727    9.658        -41.1875        603.5625         -0.4023;
  2728    9.662        -41.7813        607.4688         -0.4084;
  2729    9.665        -42.3438        611.3750         -0.4139;
  2730    9.669        -42.9063        614.2813         -0.4194;
  2731    9.672        -43.4375        617.5000         -0.4243;
  2732    9.676        -43.9688        620.2500         -0.4298;
  2733    9.679        -44.4688        622.7500         -0.4347;
  2734    9.683        -44.9688        624.9063         -0.4396;
  2735    9.686        -45.4375        627.2500         -0.4438;
  2736    9.690        -45.9063        628.4688         -0.4487;
  2737    9.694        -46.3438        629.8750         -0.4530;
  2738    9.697        -46.7500        631.2500         -0.4567;
  2739    9.701        -47.1563        632.0313         -0.4609;
  2740    9.704        -47.5625        632.4688         -0.4646;
  2741    9.708        -47.9375        632.9688         -0.4683;
  2742    9.711        -48.2813        633.4688         -0.4719;
  2743    9.715        -48.6250        633.4688         -0.4750;
  2744    9.718        -48.9375        633.4688         -0.4780;
  2745    9.722        -49.2188        633.4688         -0.4811;
  2746    9.725        -49.5000        632.0000         -0.4835;
  2747    9.729        -49.7813        630.1875         -0.4866;
  2748    9.733        -50.0000        628.9375         -0.4884;
  2749    9.736        -50.2188        626.6563         -0.4908;
  2750    9.740        -50.4063        624.4688         -0.4927;
  2751    9.743        -50.5938        621.9375         -0.4945;
  2752    9.747        -50.7500        619.4375         -0.4957;
  2753    9.750        -50.8750        616.4375         -0.4969;
  2754    9.754        -51.0000        613.4063         -0.4982;
  2755    9.757        -51.0625        609.7500         -0.4988;
  2756    9.761        -51.1563        606.0313         -0.5000;
  2757    9.764        -51.1875        602.1875         -0.5000;
  2758    9.768        -51.2188        597.9688         -0.5006;
  2759    9.771        -51.2188        593.5938         -0.5006;
  2760    9.775        -51.1875        589.2500         -0.5000;
  2761    9.779        -51.1250        584.2188         -0.4994;
  2762    9.782        -51.0625        579.1563         -0.4988;
  2763    9.786        -50.9688        573.6875         -0.4982;
  2764    9.789        -50.8438        568.3125         -0.4969;
  2765    9.793        -50.7188        562.5000         -0.4957;
  2766    9.796        -50.5625        556.8438         -0.4939;
  2767    9.800        -50.3750        550.2188         -0.4921;
  2768    9.803        -50.1875        543.9375         -0.4902;
  2769    9.807        -49.9688        537.3125         -0.4884;
  2770    9.810        -49.7188        530.3438         -0.4860;
  2771    9.814        -49.4375        523.3750         -0.4829;
  2772    9.818        -49.1563        516.3125         -0.4805;
  2773    9.821        -48.8750        508.8438         -0.4774;
  2774    9.825        -48.5625        501.0938         -0.4744;
  2775    9.828        -48.2188        493.1875         -0.4713;
  2776    9.832        -47.8438        485.1250         -0.4676;
  2777    9.835        -47.4688        476.9375         -0.4640;
  2778    9.839        -47.0938        468.6250         -0.4603;
  2779    9.842        -46.6875        459.9688         -0.4560;
  2780    9.846        -46.2500        450.9063         -0.4518;
  2781    9.849        -45.8125        441.9375         -0.4475;
  2782    9.853        -45.3438        433.0313         -0.4432;
  2783    9.856        -44.8438        423.7813         -0.4383;
  2784    9.860        -44.3750        414.2813         -0.4335;
  2785    9.864        -43.8438        405.1250         -0.4286;
  2786    9.867        -43.3125        395.2500         -0.4231;
  2787    9.871        -42.7813        385.4063         -0.4182;
  2788    9.874        -42.2188        375.2188         -0.4127;
  2789    9.878        -41.6563        365.3750         -0.4072;
  2790    9.881        -41.0625        354.8750         -0.4011;
  2791    9.885        -40.4688        344.5625         -0.3956;
  2792    9.888        -39.8438        333.8125         -0.3895;
  2793    9.892        -39.2188        323.2813         -0.3834;
  2794    9.895        -38.5938        312.4375         -0.3773;
  2795    9.899        -37.9375        301.5000         -0.3706;
  2796    9.903        -37.2500        290.2500         -0.3639;
  2797    9.906        -36.5938        278.8125         -0.3578;
  2798    9.910        -35.8750        267.8750         -0.3504;
  2799    9.913        -35.1875        255.8750         -0.3437;
  2800    9.917        -34.4688        244.3125         -0.3370;
  2801    9.920        -33.7500        232.0000         -0.3297;
  2802    9.924        -33.0000        220.1563         -0.3223;
  2803    9.927        -32.2500        207.3750         -0.3150;
  2804    9.931        -31.5000        195.1250         -0.3077;
  2805    9.934        -30.7188        182.4063         -0.3004;
  2806    9.938        -29.9375        169.8438         -0.2924;
  2807    9.941        -29.1563        157.3750         -0.2851;
  2808    9.945        -28.3438        144.4063         -0.2772;
  2809    9.949        -27.5313        131.9063         -0.2692;
  2810    9.952        -26.7188        118.4063         -0.2613;
  2811    9.956        -25.9063        105.4688         -0.2534;
  2812    9.959        -25.0625         92.6250         -0.2448;
  2813    9.963        -24.2188         78.7188         -0.2369;
  2814    9.966        -23.3750         65.5000         -0.2283;
  2815    9.970        -22.5313         52.3750         -0.2204;
  2816    9.973        -21.6563         38.4688         -0.2118;
  2817    9.977        -20.7813         25.1250         -0.2033;
  2818    9.980        -19.9063         11.9063         -0.1947;
  2819    9.984        -19.0313         -2.0938         -0.1862;
  2820    9.988        -18.1250        -15.4063         -0.1770;
  2821    9.991        -17.2500        -28.9688         -0.1685;
  2822    9.995        -16.3438        -42.5000         -0.1600;
  2823    9.998        -15.4375        -56.0000         -0.1508;
  2824   10.002        -14.5313        -69.5938         -0.1422;
  2825   10.005        -13.6250        -82.8750         -0.1331;
  2826   10.009        -12.6875        -96.6875         -0.1239;
  2827   10.012        -11.7813       -110.2188         -0.1154;
  2828   10.016        -10.8438       -123.3438         -0.1062;
  2829   10.019         -9.9063       -137.5000         -0.0971;
  2830   10.023         -9.0000       -150.9063         -0.0879;
  2831   10.026         -8.0625       -164.5938         -0.0788;
  2832   10.030         -7.1250       -178.5000         -0.0696;
  2833   10.034         -6.1875       -192.1250         -0.0604;
  2834   10.037         -5.2500       -205.9375         -0.0513;
  2835   10.041         -4.2813       -219.1563         -0.0421;
  2836   10.044         -3.3438       -233.0938         -0.0330;
  2837   10.048         -2.4063       -246.5000         -0.0238;
  2838   10.051         -1.4688       -259.2500         -0.0147;
  2839   10.055         -0.5000       -272.9375         -0.0049;
  2840   10.058          0.4375       -286.0313          0.0043;
  2841   10.062          1.3750       -298.7500          0.0134;
  2842   10.065          2.3125       -312.0000          0.0226;
  2843   10.069          3.2813       -324.9375          0.0317;
  2844   10.073          4.2188       -338.0000          0.0409;
  2845   10.076          5.1563       -350.6875          0.0501;
  2846   10.080          6.0938       -363.0625          0.0592;
  2847   10.083          7.0313       -375.9063          0.0684;
  2848   10.087          7.9688       -387.9688          0.0775;
  2849   10.090          8.9063       -400.6250          0.0867;
  2850   10.094          9.8438       -412.1875          0.0958;
  2851   10.097         10.7813       -424.5313          0.1050;
  2852   10.101         11.6875       -435.8125          0.1142;
  2853   10.104         12.6250       -447.6875          0.1233;
  2854   10.108         13.5313       -458.9063          0.1319;
  2855   10.111         14.4688       -470.5625          0.1410;
  2856   10.115         15.3750       -482.0313          0.1502;
  2857   10.119         16.2813       -493.2188          0.1587;
  2858   10.122         17.1563       -504.3750          0.1673;
  2859   10.126         18.0625       -515.1563          0.1764;
  2860   10.129         18.9688       -526.5000          0.1850;
  2861   10.133         19.8438       -537.5000          0.1935;
  2862   10.136         20.7188       -547.3750          0.2021;
  2863   10.140         21.5938       -558.2188          0.2106;
  2864   10.143         22.4375       -568.1563          0.2192;
  2865   10.147         23.3125       -578.2188          0.2277;
  2866   10.150         24.1563       -587.3438          0.2357;
  2867   10.154         25.0000       -597.3750          0.2442;
  2868   10.158         25.8438       -606.6563          0.2521;
  2869   10.161         26.6563       -615.9375          0.2601;
  2870   10.165         27.4688       -625.3125          0.2680;
  2871   10.168         28.2813       -634.1250          0.2759;
  2872   10.172         29.0938       -642.5000          0.2839;
  2873   10.175         29.8750       -650.7813          0.2918;
  2874   10.179         30.6563       -658.9375          0.2991;
  2875   10.182         31.4375       -666.8750          0.3071;
  2876   10.186         32.1875       -674.6250          0.3144;
  2877   10.189         32.9375       -682.4063          0.3217;
  2878   10.193         33.6875       -689.5938          0.3291;
  2879   10.196         34.4063       -696.5625          0.3358;
  2880   10.200         35.1250       -703.1250          0.3431;
  2881   10.204         35.8125       -709.8125          0.3498;
