 Sample   Time     Commanded Pos   Encoder 2 Pos   Control Effort

[    0    0.000          0.0000          0.0000          0.0000;
     1    0.004          0.0000          0.0000          0.0000;
     2    0.007          0.0000          0.0000          0.0000;
     3    0.011          0.0000          0.0000          0.0000;
     4    0.014          0.0000          0.0000          0.0000;
     5    0.018          0.0000          0.0000          0.0000;
     6    0.021          0.0000          0.0000          0.0000;
     7    0.025          0.0000          0.0000          0.0000;
     8    0.028          0.0000          0.0000          0.0000;
     9    0.032          0.0000          0.0000          0.0000;
    10    0.035          0.0000          0.0000          0.0000;
    11    0.039          0.0000          0.0000          0.0000;
    12    0.043          0.0000          0.0000          0.0000;
    13    0.046          0.0000          0.0000          0.0000;
    14    0.050          0.0000          0.0000          0.0000;
    15    0.053          0.0000          0.0000          0.0000;
    16    0.057          0.0000          0.0000          0.0000;
    17    0.060          0.0000          0.0000          0.0000;
    18    0.064          0.0000          0.0000          0.0000;
    19    0.067          0.0000          0.0000          0.0000;
    20    0.071          0.0313          0.0000          0.0000;
    21    0.074          0.0313          0.0000          0.0000;
    22    0.078          0.0313          0.0000          0.0000;
    23    0.081          0.0313          0.0000          0.0000;
    24    0.085          0.0313          0.0000          0.0000;
    25    0.089          0.0313          0.0000          0.0000;
    26    0.092          0.0625          0.0000          0.0006;
    27    0.096          0.0625          0.0000          0.0006;
    28    0.099          0.0625          0.0000          0.0006;
    29    0.103          0.0938          0.0000          0.0006;
    30    0.106          0.0938          0.0000          0.0006;
    31    0.110          0.0938          0.0000          0.0006;
    32    0.113          0.1250          0.0000          0.0012;
    33    0.117          0.1250          0.0000          0.0012;
    34    0.120          0.1250          0.0000          0.0012;
    35    0.124          0.1563          0.0000          0.0012;
    36    0.128          0.1563          0.0000          0.0012;
    37    0.131          0.1875          0.0000          0.0018;
    38    0.135          0.1875          0.0000          0.0018;
    39    0.138          0.2188          0.0000          0.0018;
    40    0.142          0.2500          0.0000          0.0024;
    41    0.145          0.2500          0.0000          0.0024;
    42    0.149          0.2813          0.0000          0.0024;
    43    0.152          0.3125          0.0000          0.0031;
    44    0.156          0.3125          0.0000          0.0031;
    45    0.159          0.3438          0.0000          0.0031;
    46    0.163          0.3750          0.0000          0.0037;
    47    0.166          0.4063          0.0000          0.0037;
    48    0.170          0.4063          0.0000          0.0037;
    49    0.174          0.4375          0.0000          0.0043;
    50    0.177          0.4688          0.0000          0.0043;
    51    0.181          0.5000          0.0000          0.0049;
    52    0.184          0.5313          0.0000          0.0049;
    53    0.188          0.5625          0.0000          0.0055;
    54    0.191          0.5938          0.0000          0.0055;
    55    0.195          0.6250          0.0000          0.0061;
    56    0.198          0.6875          0.0000          0.0067;
    57    0.202          0.7188          0.0000          0.0067;
    58    0.205          0.7500          0.0000          0.0073;
    59    0.209          0.7813          0.0000          0.0073;
    60    0.213          0.8438          0.0000          0.0079;
    61    0.216          0.8750          0.0000          0.0085;
    62    0.220          0.9063          0.0000          0.0085;
    63    0.223          0.9688          0.0000          0.0092;
    64    0.227          1.0000          0.0000          0.0098;
    65    0.230          1.0625          0.0000          0.0104;
    66    0.234          1.1250          0.0000          0.0110;
    67    0.237          1.1563          0.0000          0.0110;
    68    0.241          1.2188          0.0000          0.0116;
    69    0.244          1.2813          0.0000          0.0122;
    70    0.248          1.3438          0.0000          0.0128;
    71    0.251          1.3750          0.0000          0.0134;
    72    0.255          1.4375          0.0000          0.0140;
    73    0.259          1.5000          0.0000          0.0147;
    74    0.262          1.5625          0.0000          0.0153;
    75    0.266          1.6250          0.0000          0.0159;
    76    0.269          1.7188          0.0000          0.0165;
    77    0.273          1.7813          0.0000          0.0171;
    78    0.276          1.8438          0.0000          0.0177;
    79    0.280          1.9063          0.0000          0.0183;
    80    0.283          2.0000          0.0000          0.0195;
    81    0.287          2.0625          0.0000          0.0201;
    82    0.290          2.1563          0.0000          0.0208;
    83    0.294          2.2188          0.0000          0.0214;
    84    0.298          2.3125          0.0000          0.0226;
    85    0.301          2.3750          0.0000          0.0232;
    86    0.305          2.4688          0.0000          0.0238;
    87    0.308          2.5625          0.0000          0.0250;
    88    0.312          2.6563          0.0000          0.0256;
    89    0.315          2.7500          0.0000          0.0269;
    90    0.319          2.8438          0.0000          0.0275;
    91    0.322          2.9375          0.0000          0.0287;
    92    0.326          3.0313          0.0000          0.0293;
    93    0.329          3.1250          0.0000          0.0305;
    94    0.333          3.2500          0.0000          0.0317;
    95    0.336          3.3438          0.0000          0.0324;
    96    0.340          3.4375          0.0000          0.0336;
    97    0.344          3.5625          0.0000          0.0348;
    98    0.347          3.6563          0.0000          0.0354;
    99    0.351          3.7813          0.0000          0.0366;
   100    0.354          3.9063          0.0000          0.0379;
   101    0.358          4.0000          0.0000          0.0391;
   102    0.361          4.1250          0.0000          0.0403;
   103    0.365          4.2500          0.0000          0.0415;
   104    0.368          4.3750          1.0000          0.0427;
   105    0.372          4.5000          1.0000          0.0440;
   106    0.375          4.6563          1.0000          0.0452;
   107    0.379          4.7813          1.0000          0.0464;
   108    0.383          4.9063          1.0000          0.0476;
   109    0.386          5.0313          1.0000          0.0488;
   110    0.390          5.1875          1.5000          0.0507;
   111    0.393          5.3438          1.6250          0.0519;
   112    0.397          5.4688          1.7813          0.0531;
   113    0.400          5.6250          1.9375          0.0549;
   114    0.404          5.7813          2.0938          0.0562;
   115    0.407          5.9375          2.2188          0.0580;
   116    0.411          6.0938          2.5938          0.0592;
   117    0.414          6.2500          2.7813          0.0611;
   118    0.418          6.4063          2.9688          0.0623;
   119    0.421          6.5625          3.1563          0.0641;
   120    0.425          6.7500          3.3438          0.0659;
   121    0.429          6.9063          3.4688          0.0672;
   122    0.432          7.0625          3.5938          0.0690;
   123    0.436          7.2500          3.7500          0.0708;
   124    0.439          7.4375          3.9063          0.0726;
   125    0.443          7.6250          4.0938          0.0745;
   126    0.446          7.7813          4.2500          0.0757;
   127    0.450          7.9688          4.5313          0.0775;
   128    0.453          8.1875          4.7188          0.0800;
   129    0.457          8.3750          4.8750          0.0818;
   130    0.460          8.5625          5.0625          0.0836;
   131    0.464          8.7500          5.6250          0.0855;
   132    0.468          8.9688          5.9063          0.0873;
   133    0.471          9.1563          6.1875          0.0891;
   134    0.475          9.3750          6.6563          0.0916;
   135    0.478          9.5938          7.0000          0.0934;
   136    0.482          9.8125          7.3438          0.0958;
   137    0.485         10.0313          7.6875          0.0977;
   138    0.489         10.2500          8.0313          0.1001;
   139    0.492         10.4688          8.3438          0.1020;
   140    0.496         10.6875          8.7500          0.1044;
   141    0.499         10.9375          9.0938          0.1068;
   142    0.503         11.1563          9.7188          0.1087;
   143    0.506         11.4063         10.1563          0.1111;
   144    0.510         11.6250         10.7500          0.1136;
   145    0.514         11.8750         11.2500          0.1160;
   146    0.517         12.1250         11.5000          0.1184;
   147    0.521         12.3750         11.9063          0.1209;
   148    0.524         12.6250         12.3125          0.1233;
   149    0.528         12.9063         12.7188          0.1258;
   150    0.531         13.1563         13.0938          0.1282;
   151    0.535         13.4063         13.8750          0.1306;
   152    0.538         13.6875         14.5938          0.1337;
   153    0.542         13.9688         15.2188          0.1361;
   154    0.545         14.2188         15.7813          0.1386;
   155    0.549         14.5000         16.3750          0.1416;
   156    0.553         14.7813         17.0313          0.1441;
   157    0.556         15.0938         17.9063          0.1471;
   158    0.560         15.3750         18.7500          0.1502;
   159    0.563         15.6563         19.4688          0.1526;
   160    0.567         15.9688         19.9688          0.1557;
   161    0.570         16.2500         20.5625          0.1587;
   162    0.574         16.5625         21.1563          0.1618;
   163    0.577         16.8750         22.2188          0.1648;
   164    0.581         17.1875         23.2813          0.1679;
   165    0.584         17.5000         24.0625          0.1709;
   166    0.588         17.8125         24.9063          0.1740;
   167    0.591         18.1250         26.0625          0.1770;
   168    0.595         18.4688         27.2188          0.1801;
   169    0.599         18.7813         27.9063          0.1832;
   170    0.602         19.1250         28.6875          0.1868;
   171    0.606         19.4688         29.8125          0.1899;
   172    0.609         19.7813         31.0313          0.1929;
   173    0.613         20.1250         32.0938          0.1966;
   174    0.616         20.4688         33.1563          0.1996;
   175    0.620         20.8125         34.6875          0.2033;
   176    0.623         21.1875         35.6875          0.2070;
   177    0.627         21.5313         36.6563          0.2100;
   178    0.630         21.8750         38.0000          0.2137;
   179    0.634         22.2188         39.4688          0.2167;
   180    0.638         22.5938         40.7188          0.2204;
   181    0.641         22.9375         42.3125          0.2241;
   182    0.645         23.3125         43.6250          0.2277;
   183    0.648         23.6875         44.7813          0.2314;
   184    0.652         24.0313         46.3438          0.2344;
   185    0.655         24.4063         48.0000          0.2381;
   186    0.659         24.7813         49.6563          0.2418;
   187    0.662         25.1250         51.4688          0.2454;
   188    0.666         25.5000         52.5938          0.2491;
   189    0.669         25.8750         54.3125          0.2527;
   190    0.673         26.2500         56.1563          0.2564;
   191    0.676         26.6250         58.0625          0.2601;
   192    0.680         27.0000         59.7500          0.2637;
   193    0.684         27.3750         61.1563          0.2674;
   194    0.687         27.7500         63.4375          0.2711;
   195    0.691         28.1250         65.1875          0.2747;
   196    0.694         28.5000         67.4688          0.2784;
   197    0.698         28.8750         68.8750          0.2821;
   198    0.701         29.2500         71.2188          0.2857;
   199    0.705         29.6250         73.1250          0.2894;
   200    0.708         30.0000         75.4688          0.2930;
   201    0.712         30.3750         77.0625          0.2967;
   202    0.715         30.7500         79.5313          0.3004;
   203    0.719         31.1250         81.8750          0.3040;
   204    0.723         31.5000         84.0313          0.3077;
   205    0.726         31.8750         86.1250          0.3114;
   206    0.730         32.2500         88.5313          0.3150;
   207    0.733         32.6250         91.3125          0.3187;
   208    0.737         33.0000         93.0313          0.3223;
   209    0.740         33.3750         95.7500          0.3260;
   210    0.744         33.7500         98.5313          0.3297;
   211    0.747         34.1250        100.6250          0.3333;
   212    0.751         34.5000        103.4688          0.3370;
   213    0.754         34.8438        106.1875          0.3400;
   214    0.758         35.2188        108.5313          0.3437;
   215    0.761         35.5938        111.4688          0.3474;
   216    0.765         35.9375        114.5625          0.3510;
   217    0.769         36.3125        116.9063          0.3547;
   218    0.772         36.6563        120.0938          0.3578;
   219    0.776         37.0313        123.4688          0.3614;
   220    0.779         37.3750        125.9688          0.3651;
   221    0.783         37.7188        129.1563          0.3681;
   222    0.786         38.0938        132.3750          0.3718;
   223    0.790         38.4375        135.5938          0.3755;
   224    0.793         38.7813        139.3125          0.3785;
   225    0.797         39.1250        142.1250          0.3822;
   226    0.800         39.4688        145.8438          0.3852;
   227    0.804         39.8125        148.9375          0.3889;
   228    0.808         40.1250        152.7813          0.3919;
   229    0.811         40.4688        156.4688          0.3950;
   230    0.815         40.7813        160.2500          0.3980;
   231    0.818         41.1250        164.1250          0.4017;
   232    0.822         41.4375        168.0000          0.4048;
   233    0.825         41.7500        172.0313          0.4078;
   234    0.829         42.0938        176.0313          0.4109;
   235    0.832         42.4063        180.2188          0.4139;
   236    0.836         42.6875        184.4375          0.4170;
   237    0.839         43.0000        188.5938          0.4200;
   238    0.843         43.3125        193.1250          0.4231;
   239    0.846         43.5938        197.5625          0.4255;
   240    0.850         43.9063        202.5625          0.4286;
   241    0.854         44.1875        207.0313          0.4316;
   242    0.857         44.4688        211.8438          0.4341;
   243    0.861         44.7500        216.5938          0.4371;
   244    0.864         45.0313        221.5000          0.4396;
   245    0.868         45.2813        227.0313          0.4420;
   246    0.871         45.5625        231.8438          0.4451;
   247    0.875         45.8125        236.8438          0.4475;
   248    0.878         46.0938        242.7188          0.4499;
   249    0.882         46.3438        247.9063          0.4524;
   250    0.885         46.5625        253.0938          0.4548;
   251    0.889         46.8125        259.4688          0.4573;
   252    0.893         47.0625        264.7188          0.4597;
   253    0.896         47.2813        270.5938          0.4615;
   254    0.900         47.5000        276.4688          0.4640;
   255    0.903         47.7188        282.8438          0.4658;
   256    0.907         47.9375        288.6250          0.4683;
   257    0.910         48.1563        294.9063          0.4701;
   258    0.914         48.3438        300.9375          0.4719;
   259    0.917         48.5313        307.7188          0.4737;
   260    0.921         48.7500        314.2813          0.4762;
   261    0.924         48.9063        320.6875          0.4774;
   262    0.928         49.0938        327.4688          0.4792;
   263    0.931         49.2813        334.1250          0.4811;
   264    0.935         49.4375        340.9063          0.4829;
   265    0.939         49.5938        348.2188          0.4841;
   266    0.942         49.7500        355.4688          0.4860;
   267    0.946         49.8750        362.7188          0.4872;
   268    0.949         50.0313        369.8125          0.4884;
   269    0.953         50.1563        377.0313          0.4896;
   270    0.956         50.2813        384.5313          0.4908;
   271    0.960         50.3750        392.1875          0.4921;
   272    0.963         50.5000        399.8438          0.4933;
   273    0.967         50.5938        407.5938          0.4939;
   274    0.970         50.6875        415.4688          0.4951;
   275    0.974         50.7813        423.4688          0.4957;
   276    0.978         50.8438        431.4688          0.4963;
   277    0.981         50.9063        439.5625          0.4969;
   278    0.985         50.9688        447.7813          0.4976;
   279    0.988         51.0313        456.0625          0.4982;
   280    0.992         51.0938        464.4063          0.4988;
   281    0.995         51.1250        472.7500          0.4994;
   282    0.999         51.1563        481.2813          0.4994;
   283    1.002         51.1563        490.1563          0.4994;
   284    1.006         51.1875        499.1250          0.5000;
   285    1.009         51.1875        507.7500          0.5000;
   286    1.013         51.1875        516.5000          0.5000;
   287    1.016         51.1563        525.5938          0.4994;
   288    1.020         51.1250        534.9063          0.4994;
   289    1.024         51.0938        544.1250          0.4988;
   290    1.027         51.0625        553.5625          0.4988;
   291    1.031         51.0000        563.2813          0.4982;
   292    1.034         50.9688        572.4688          0.4976;
   293    1.038         50.8750        582.0000          0.4969;
   294    1.041         50.8125        591.8125          0.4963;
   295    1.045         50.7188        601.7813          0.4951;
   296    1.048         50.6250        611.6875          0.4945;
   297    1.052         50.5000        621.5313          0.4933;
   298    1.055         50.3750        631.7500          0.4921;
   299    1.059         50.2500        642.0625          0.4908;
   300    1.063         50.1250        652.1875          0.4896;
   301    1.066         49.9688        662.3438          0.4878;
   302    1.070         49.8125        672.7500          0.4866;
   303    1.073         49.6250        683.4688          0.4847;
   304    1.077         49.4688        693.6563          0.4829;
   305    1.080         49.2500        704.3750          0.4811;
   306    1.084         49.0625        715.4688          0.4792;
   307    1.087         48.8438        725.9063          0.4768;
   308    1.091         48.6250        736.9688          0.4750;
   309    1.094         48.3750        748.1875          0.4725;
   310    1.098         48.1250        759.4688          0.4701;
   311    1.101         47.8750        771.1875          0.4676;
   312    1.105         47.6250        782.1875          0.4652;
   313    1.109         47.3438        793.9375          0.4621;
   314    1.112         47.0313        805.0625          0.4591;
   315    1.116         46.7188        816.9063          0.4560;
   316    1.119         46.4063        828.4688          0.4530;
   317    1.123         46.0938        840.3750          0.4499;
   318    1.126         45.7500        852.1563          0.4469;
   319    1.130         45.4063        864.0938          0.4432;
   320    1.133         45.0313        876.0938          0.4396;
   321    1.137         44.6563        888.1563          0.4359;
   322    1.140         44.2500        900.2813          0.4322;
   323    1.144         43.8438        912.5313          0.4280;
   324    1.148         43.4375        924.6563          0.4243;
   325    1.151         43.0000        937.1563          0.4200;
   326    1.155         42.5625        949.2500          0.4158;
   327    1.158         42.0938        962.1250          0.4109;
   328    1.162         41.6563        974.3750          0.4066;
   329    1.165         41.1563        987.2188          0.4017;
   330    1.169         40.6875        999.4688          0.3974;
   331    1.172         40.1875       1012.0000          0.3926;
   332    1.176         39.6563       1024.6563          0.3871;
   333    1.179         39.1250       1037.1250          0.3822;
   334    1.183         38.5938       1050.4375          0.3767;
   335    1.186         38.0625       1063.3438          0.3718;
   336    1.190         37.5000       1076.3125          0.3663;
   337    1.194         36.9375       1089.6563          0.3608;
   338    1.197         36.3438       1102.8125          0.3547;
   339    1.201         35.7813       1116.0313          0.3492;
   340    1.204         35.1875       1129.1875          0.3437;
   341    1.208         34.5625       1142.3125          0.3376;
   342    1.211         33.9375       1155.6563          0.3315;
   343    1.215         33.3125       1168.6875          0.3254;
   344    1.218         32.6875       1181.7813          0.3193;
   345    1.222         32.0625       1195.3438          0.3132;
   346    1.225         31.4063       1208.2500          0.3065;
   347    1.229         30.7500       1221.1563          0.3004;
   348    1.233         30.0625       1234.9063          0.2937;
   349    1.236         29.4063       1247.9375          0.2869;
   350    1.240         28.7188       1260.9688          0.2802;
   351    1.243         28.0313       1274.6563          0.2735;
   352    1.247         27.3125       1287.7188          0.2668;
   353    1.250         26.6250       1300.7188          0.2601;
   354    1.254         25.9063       1314.1563          0.2527;
   355    1.257         25.1875       1327.2188          0.2460;
   356    1.261         24.4375       1340.2188          0.2387;
   357    1.264         23.7188       1353.1250          0.2314;
   358    1.268         22.9688       1366.0313          0.2241;
   359    1.271         22.2188       1379.4375          0.2167;
   360    1.275         21.4688       1392.1250          0.2094;
   361    1.279         20.7188       1404.8438          0.2021;
   362    1.282         19.9688       1418.1250          0.1947;
   363    1.286         19.1875       1431.1875          0.1874;
   364    1.289         18.4375       1444.1250          0.1801;
   365    1.293         17.6563       1456.9688          0.1722;
   366    1.296         16.8750       1469.8125          0.1648;
   367    1.300         16.0938       1482.9688          0.1569;
   368    1.303         15.2813       1495.4688          0.1490;
   369    1.307         14.5000       1508.0938          0.1416;
   370    1.310         13.6875       1520.5625          0.1337;
   371    1.314         12.9063       1532.8125          0.1258;
   372    1.318         12.0938       1545.3438          0.1178;
   373    1.321         11.2813       1557.5625          0.1099;
   374    1.325         10.4688       1569.9688          0.1020;
   375    1.328          9.6563       1581.9063          0.0940;
   376    1.332          8.8438       1594.1250          0.0861;
   377    1.335          8.0313       1605.8438          0.0781;
   378    1.339          7.1875       1617.8750          0.0702;
   379    1.342          6.3750       1629.1875          0.0623;
   380    1.346          5.5625       1641.0625          0.0543;
   381    1.349          4.7188       1652.4688          0.0458;
   382    1.353          3.9063       1663.9375          0.0379;
   383    1.356          3.0625       1675.3438          0.0299;
   384    1.360          2.2500       1686.0313          0.0220;
   385    1.364          1.4063       1697.0625          0.0134;
   386    1.367          0.5625       1707.9375          0.0055;
   387    1.371         -0.2500       1718.7813         -0.0024;
   388    1.374         -1.0938       1729.5000         -0.0110;
   389    1.378         -1.9063       1740.0313         -0.0189;
   390    1.381         -2.7500       1750.5625         -0.0269;
   391    1.385         -3.5938       1760.9063         -0.0354;
   392    1.388         -4.4063       1771.4688         -0.0433;
   393    1.392         -5.2500       1781.0938         -0.0513;
   394    1.395         -6.0625       1791.4688         -0.0592;
   395    1.399         -6.9063       1801.1563         -0.0678;
   396    1.403         -7.7188       1811.1875         -0.0757;
   397    1.406         -8.5313       1820.4375         -0.0836;
   398    1.410         -9.3750       1829.8125         -0.0916;
   399    1.413        -10.1875       1839.1875         -0.0995;
   400    1.417        -11.0000       1848.2188         -0.1074;
   401    1.420        -11.8125       1857.0313         -0.1154;
   402    1.424        -12.6250       1865.9375         -0.1233;
   403    1.427        -13.4375       1874.6563         -0.1313;
   404    1.431        -14.2500       1883.1563         -0.1392;
   405    1.434        -15.0625       1891.4375         -0.1471;
   406    1.438        -15.8438       1899.4688         -0.1551;
   407    1.441        -16.6563       1907.3438         -0.1630;
   408    1.445        -17.4375       1914.9688         -0.1703;
   409    1.449        -18.2188       1922.3438         -0.1783;
   410    1.452        -19.0000       1929.6250         -0.1856;
   411    1.456        -19.7813       1936.6563         -0.1935;
   412    1.459        -20.5625       1943.6875         -0.2009;
   413    1.463        -21.3438       1950.4063         -0.2088;
   414    1.466        -22.0938       1956.8750         -0.2161;
   415    1.470        -22.8750       1963.5313         -0.2234;
   416    1.473        -23.6250       1969.7188         -0.2308;
   417    1.477        -24.3750       1975.6250         -0.2381;
   418    1.480        -25.0938       1981.1875         -0.2454;
   419    1.484        -25.8438       1987.3750         -0.2527;
   420    1.488        -26.5625       1992.4063         -0.2595;
   421    1.491        -27.3125       1997.3125         -0.2668;
   422    1.495        -28.0000       2002.7813         -0.2735;
   423    1.498        -28.7188       2007.3438         -0.2808;
   424    1.502        -29.4375       2011.9063         -0.2875;
   425    1.505        -30.1250       2016.1875         -0.2943;
   426    1.509        -30.8125       2020.3750         -0.3010;
   427    1.512        -31.5000       2024.3125         -0.3077;
   428    1.516        -32.1563       2028.1250         -0.3144;
   429    1.519        -32.8125       2031.6563         -0.3205;
   430    1.523        -33.4688       2035.3438         -0.3272;
   431    1.526        -34.1250       2038.0938         -0.3333;
   432    1.530        -34.7813       2041.0938         -0.3400;
   433    1.534        -35.4063       2043.9688         -0.3462;
   434    1.537        -36.0313       2046.3125         -0.3523;
   435    1.541        -36.6250       2048.6563         -0.3578;
   436    1.544        -37.2188       2051.0313         -0.3639;
   437    1.548        -37.8125       2052.4688         -0.3694;
   438    1.551        -38.4063       2054.1563         -0.3755;
   439    1.555        -38.9688       2055.6250         -0.3810;
   440    1.558        -39.5313       2056.7813         -0.3864;
   441    1.562        -40.0938       2057.8438         -0.3919;
   442    1.565        -40.6250       2058.6875         -0.3968;
   443    1.569        -41.1563       2059.4688         -0.4023;
   444    1.573        -41.6875       2059.4688         -0.4072;
   445    1.576        -42.1875       2059.4688         -0.4121;
   446    1.580        -42.6875       2059.4688         -0.4170;
   447    1.583        -43.1563       2059.4688         -0.4219;
   448    1.587        -43.6250       2059.4688         -0.4261;
   449    1.590        -44.0938       2059.4688         -0.4310;
   450    1.594        -44.5313       2059.4688         -0.4353;
   451    1.597        -44.9688       2058.0000         -0.4396;
   452    1.601        -45.4063       2056.6563         -0.4438;
   453    1.604        -45.8125       2054.9688         -0.4475;
   454    1.608        -46.1875       2053.5000         -0.4512;
   455    1.611        -46.5938       2052.0938         -0.4554;
   456    1.615        -46.9375       2049.9688         -0.4585;
   457    1.619        -47.3125       2048.0625         -0.4621;
   458    1.622        -47.6563       2045.8750         -0.4658;
   459    1.626        -47.9688       2044.0000         -0.4689;
   460    1.629        -48.2813       2041.3750         -0.4719;
   461    1.633        -48.5938       2038.6875         -0.4750;
   462    1.636        -48.8750       2036.3750         -0.4774;
   463    1.640        -49.1250       2033.3750         -0.4799;
   464    1.643        -49.3750       2030.2813         -0.4823;
   465    1.647        -49.6250       2027.3438         -0.4847;
   466    1.650        -49.8438       2024.0625         -0.4872;
   467    1.654        -50.0625       2020.9375         -0.4890;
   468    1.658        -50.2500       2017.1875         -0.4908;
   469    1.661        -50.4063       2013.5000         -0.4927;
   470    1.665        -50.5625       2009.6250         -0.4939;
   471    1.668        -50.7188       2005.7188         -0.4957;
   472    1.672        -50.8438       2001.5938         -0.4969;
   473    1.675        -50.9375       1997.5000         -0.4976;
   474    1.679        -51.0313       1993.0938         -0.4988;
   475    1.682        -51.0938       1988.8125         -0.4994;
   476    1.686        -51.1563       1983.8438         -0.5000;
   477    1.689        -51.1875       1978.9688         -0.5000;
   478    1.693        -51.2188       1973.8750         -0.5006;
   479    1.696        -51.2188       1968.8438         -0.5006;
   480    1.700        -51.1875       1963.7500         -0.5000;
   481    1.704        -51.1563       1957.8750         -0.5000;
   482    1.707        -51.0938       1952.3125         -0.4994;
   483    1.711        -51.0313       1946.4375         -0.4988;
   484    1.714        -50.9375       1940.7500         -0.4976;
   485    1.718        -50.8438       1934.2813         -0.4969;
   486    1.721        -50.6875       1928.0938         -0.4951;
   487    1.725        -50.5313       1921.5000         -0.4939;
   488    1.728        -50.3438       1914.9688         -0.4921;
   489    1.732        -50.1563       1908.4375         -0.4902;
   490    1.735        -49.9375       1901.4375         -0.4878;
   491    1.739        -49.7188       1894.1563         -0.4860;
   492    1.743        -49.4688       1886.9063         -0.4835;
   493    1.746        -49.2188       1879.7188         -0.4811;
   494    1.750        -48.9063       1872.2188         -0.4780;
   495    1.753        -48.6250       1864.6250         -0.4750;
   496    1.757        -48.2813       1856.8125         -0.4719;
   497    1.760        -47.9688       1848.8750         -0.4689;
   498    1.764        -47.5938       1840.7813         -0.4652;
   499    1.767        -47.2188       1832.5625         -0.4615;
   500    1.771        -46.8438       1824.1250         -0.4579;
   501    1.774        -46.4375       1815.6250         -0.4536;
   502    1.778        -46.0000       1806.8125         -0.4493;
   503    1.781        -45.5625       1798.0625         -0.4451;
   504    1.785        -45.1250       1789.4375         -0.4408;
   505    1.789        -44.6563       1780.6250         -0.4365;
   506    1.792        -44.1563       1771.3750         -0.4316;
   507    1.796        -43.6563       1762.1250         -0.4267;
   508    1.799        -43.1563       1752.9688         -0.4219;
   509    1.803        -42.6250       1743.4375         -0.4164;
   510    1.806        -42.0938       1733.9688         -0.4115;
   511    1.810        -41.5313       1724.8125         -0.4060;
   512    1.813        -40.9375       1715.0313         -0.3999;
   513    1.817        -40.3750       1705.4375         -0.3944;
   514    1.820        -39.7813       1695.6563         -0.3889;
   515    1.824        -39.1563       1685.6875         -0.3828;
   516    1.828        -38.5313       1676.2188         -0.3767;
   517    1.831        -37.9063       1665.9688         -0.3706;
   518    1.835        -37.2500       1655.9375         -0.3639;
   519    1.838        -36.5938       1645.5938         -0.3578;
   520    1.842        -35.9375       1635.7813         -0.3510;
   521    1.845        -35.2500       1625.1875         -0.3443;
   522    1.849        -34.5625       1614.5000         -0.3376;
   523    1.852        -33.8750       1604.4375         -0.3309;
   524    1.856        -33.1563       1593.6563         -0.3242;
   525    1.859        -32.4375       1583.0000         -0.3168;
   526    1.863        -31.6875       1572.8125         -0.3095;
   527    1.866        -30.9688       1561.8125         -0.3028;
   528    1.870        -30.2188       1550.8750         -0.2955;
   529    1.874        -29.4375       1540.3750         -0.2875;
   530    1.877        -28.6875       1529.2188         -0.2802;
   531    1.881        -27.9063       1517.8750         -0.2729;
   532    1.884        -27.1250       1506.8750         -0.2650;
   533    1.888        -26.3125       1495.7500         -0.2570;
   534    1.891        -25.5000       1484.8125         -0.2491;
   535    1.895        -24.7188       1473.4063         -0.2418;
   536    1.898        -23.8750       1461.9688         -0.2332;
   537    1.902        -23.0625       1450.8125         -0.2253;
   538    1.905        -22.2188       1439.4688         -0.2173;
   539    1.909        -21.4063       1428.6250         -0.2094;
   540    1.913        -20.5625       1417.0625         -0.2009;
   541    1.916        -19.6875       1405.5000         -0.1923;
   542    1.920        -18.8438       1394.2813         -0.1844;
   543    1.923        -18.0000       1382.7500         -0.1758;
   544    1.927        -17.1250       1371.9063         -0.1673;
   545    1.930        -16.2500       1360.3750         -0.1587;
   546    1.934        -15.3750       1349.2813         -0.1502;
   547    1.937        -14.5000       1337.8438         -0.1416;
   548    1.941        -13.5938       1326.5313         -0.1331;
   549    1.944        -12.7188       1315.8438         -0.1245;
   550    1.948        -11.8125       1304.4375         -0.1154;
   551    1.951        -10.9375       1293.4688         -0.1068;
   552    1.955        -10.0313       1282.2500         -0.0983;
   553    1.959         -9.1250       1271.1250         -0.0891;
   554    1.962         -8.2188       1260.6250         -0.0806;
   555    1.966         -7.3125       1249.4375         -0.0714;
   556    1.969         -6.4063       1238.4375         -0.0629;
   557    1.973         -5.5000       1227.9688         -0.0537;
   558    1.976         -4.5938       1216.9375         -0.0452;
   559    1.980         -3.6875       1205.8750         -0.0360;
   560    1.983         -2.7500       1195.1250         -0.0269;
   561    1.987         -1.8438       1184.1875         -0.0183;
   562    1.990         -0.9375       1173.3750         -0.0092;
   563    1.994         -0.0313       1162.3125         -0.0006;
   564    1.998          0.9063       1151.3438          0.0085;
   565    2.001          1.8125       1140.9375          0.0177;
   566    2.005          2.7188       1129.9688          0.0263;
   567    2.008          3.6563       1119.3125          0.0354;
   568    2.012          4.5625       1109.1250          0.0446;
   569    2.015          5.4688       1098.5000          0.0531;
   570    2.019          6.3750       1088.1563          0.0623;
   571    2.022          7.2813       1077.6563          0.0708;
   572    2.026          8.1875       1067.8438          0.0800;
   573    2.029          9.0938       1057.3438          0.0885;
   574    2.033         10.0000       1047.0313          0.0977;
   575    2.036         10.9063       1037.2188          0.1062;
   576    2.040         11.7813       1027.1563          0.1148;
   577    2.044         12.6875       1017.2500          0.1239;
   578    2.047         13.5625       1007.3438          0.1325;
   579    2.051         14.4688        997.6875          0.1410;
   580    2.054         15.3438        988.6250          0.1496;
